TripID,Questionnaire,Income,Gender,Age,Occupation,Education,HouseHoldSize,HouseHold16,driversLicense,carAvail,OriginLoc,DestLoc,startActiv,endActiv,tripStart_time,tripDuration,TripDay,realTravelTime.Walk,realShortestDistance.Walk,realTravelTime.Car,realShortestDistance.Car,realTravelTime.MrC,realShortestDistance.MrC,realTravelTime.Bus,realShortestDistance.Bus,realAccessWalkTime.Bus,realAccessWalkDist.Bus,realEgressWalkTime.Bus,realEgressWalkDist.Bus,mode
267,149,10000-20000,Female,55-64,Retired,Lyceum,1,1,1,TRUE,1,2,Home,ChangeMode,0.48,15,2,7972,10863,897,11298,897,11298,1779,11298,96,129,366,479,Car
269,149,10000-20000,Female,55-64,Retired,Lyceum,1,1,1,TRUE,3,4,Shopping,ChangeMode,0.66,50,2,8525,11369,1101,11337,1101,11337,3149,11337,58,56,366,479,Bus
270,149,10000-20000,Female,55-64,Retired,Lyceum,1,1,1,TRUE,4,5,ChangeMode,Home,0.7,15,2,7975,10863,927,11282,927,11282,1729,11282,333,479,114,162,Car
272,150,20000-30000,Female,25-34,Employed,MSc,3,3,1,TRUE,2,3,Work,Home,0.83,30,2,2356,3126,584,3622,584,3622,1477,3622,89,116,221,297,Bus
274,152,10000-20000,Female,45-54,Employed,PhD,2,2,1,TRUE,1,2,Home,ChangeMode,0.4,10,2,6000,9071,965,9534,965,9534,2301,9534,124,211,115,179,Car
278,154,20000-30000,Male,35-44,Employed,MSc,3,2,1,TRUE,1,2,Home,Shopping,0.4,10,2,4956,7052,548,7091,548,7091,3466,7091,582,815,216,299,Car
279,154,20000-30000,Male,35-44,Employed,MSc,3,2,1,TRUE,2,3,Shopping,Home,0.45,20,2,5483,7053,838,10237,838,10237,3140,10237,212,285,525,748,Car
280,154,20000-30000,Male,35-44,Employed,MSc,3,2,1,TRUE,3,4,Home,Leisure,0.47,25,2,4539,6252,1082,10300,1082,10300,1870,10300,582,815,189,259,Car
281,154,20000-30000,Male,35-44,Employed,MSc,3,2,1,TRUE,4,5,Leisure,Home,0.58,25,2,4997,6305,852,8109,852,8109,2100,8109,299,356,525,748,Bus
283,154,20000-30000,Male,35-44,Employed,MSc,3,2,1,TRUE,6,7,OtherMeetings,Home,0.94,15,2,4151,5247,865,5439,865,5439,2472,5439,116,170,705,940,Car
284,155,10000-20000,Male,55-64,Retired,University,4,4,1,TRUE,1,2,Home,OtherMeetings,0.38,10,2,2721,3366,559,3724,559,3724,1737,3724,191,263,449,650,Car
285,155,10000-20000,Male,55-64,Retired,University,4,4,1,TRUE,2,3,OtherMeetings,Home,0.4,15,2,2449,3366,608,3902,608,3902,1793,3902,366,558,448,576,Car
286,155,10000-20000,Male,55-64,Retired,University,4,4,1,TRUE,3,4,Home,Leisure,0.42,10,2,789,1058,235,1196,235,1196,487,235,191,263,132,175,Walk
287,155,10000-20000,Male,55-64,Retired,University,4,4,1,TRUE,4,5,Leisure,Home,0.44,10,2,770,1058,252,1702,252,1702,788,252,180,255,83,113,Walk
288,155,10000-20000,Male,55-64,Retired,University,4,4,1,TRUE,5,6,Home,Leisure,0.92,15,2,3552,4703,938,6161,938,6161,1560,6161,191,263,116,138,Car
289,156,10000-20000,Female,45-54,Employed,PhD,4,4,1,TRUE,1,2,Home,OtherMeetings,0.74,25,2,4137,5426,896,5531,896,5531,2323,5531,325,427,419,481,Car
290,156,10000-20000,Female,45-54,Employed,PhD,4,4,1,TRUE,2,3,OtherMeetings,Home,0.88,20,2,4086,5426,1027,6237,1027,6237,1888,6237,320,481,234,262,Car
291,157,10000-20000,Female,16-24,Student,Lyceum,5,5,0,TRUE,1,2,Home,Shopping,0.54,20,2,1070,1457,360,1997,360,1997,910,1997,397,514,253,345,Bus
292,157,10000-20000,Female,16-24,Student,Lyceum,5,5,0,TRUE,2,3,Shopping,Home,0.63,20,2,1154,1457,207,1569,207,1569,635,1569,128,150,217,272,Bus
293,158,<10000,Female,16-24,Unemployed,University,2,2,0,FALSE,1,2,Home,Sports,0.67,15,2,1199,1515,350,1851,350,1851,562,1851,130,177,233,296,Bus
294,158,<10000,Female,16-24,Unemployed,University,2,2,0,FALSE,2,3,Sports,Leisure,0.96,30,2,959,1334,604,2189,604,2189,624,2189,209,296,101,164,Car
296,159,10000-20000,Female,55-64,Employed,Lyceum,5,5,1,TRUE,2,3,Leisure,Shopping,0.59,35,2,5066,6686,1022,7145,1022,7145,2015,7145,381,504,110,124,Bus
297,159,10000-20000,Female,55-64,Employed,Lyceum,5,5,1,TRUE,3,4,Shopping,Home,0.67,30,2,1730,2234,428,3201,428,3201,1091,3201,101,124,246,332,Bus
300,160,20000-30000,Male,45-54,Employed,Lyceum,4,2,1,TRUE,3,4,Home,Shopping,0.5,10,2,1099,1438,338,1523,338,1523,887,1523,213,283,529,689,Car
301,160,20000-30000,Male,45-54,Employed,Lyceum,4,2,1,TRUE,4,5,Shopping,Home,0.54,10,2,1156,1438,354,2086,354,2086,1078,2086,534,596,105,158,Car
302,160,20000-30000,Male,45-54,Employed,Lyceum,4,2,1,TRUE,5,6,Home,Shopping,0.69,20,2,2568,3288,546,4864,546,4864,1672,4864,827,1111,227,294,Car
303,160,20000-30000,Male,45-54,Employed,Lyceum,4,2,1,TRUE,6,7,Shopping,Home,0.77,20,2,2402,3280,481,3456,481,3456,1282,3456,450,2162,832,1037,Car
308,162,10000-20000,Male,16-24,Unemployed,University,3,3,1,TRUE,1,2,Home,ChangeMode,0.42,20,2,5017,6974,778,8869,778,8869,2723,8869,1527,2198,653,879,Car
309,162,10000-20000,Male,16-24,Unemployed,University,3,3,1,TRUE,2,3,ChangeMode,School,0.43,35,2,4556,6010,913,7010,913,7010,1779,7010,212,285,233,297,Bus
310,162,10000-20000,Male,16-24,Unemployed,University,3,3,1,TRUE,3,4,School,ChangeMode,0.63,60,2,4482,6010,592,6106,592,6106,1649,6106,67,92,216,299,Bus
311,162,10000-20000,Male,16-24,Unemployed,University,3,3,1,TRUE,4,5,ChangeMode,Home,0.67,15,2,5226,6974,641,7320,641,7320,1580,7320,644,878,207,243,Car
313,163,20000-30000,Female,16-24,Student,Lyceum,1,1,0,FALSE,2,3,OtherMeetings,Sports,0.61,15,2,972,1395,480,1963,480,1963,783,480,358,560,188,259,Walk
314,163,20000-30000,Female,16-24,Student,Lyceum,1,1,0,FALSE,3,4,Sports,Leisure,0.72,15,2,864,1156,412,1188,412,1188,531,412,184,266,96,148,Walk
315,163,20000-30000,Female,16-24,Student,Lyceum,1,1,0,FALSE,4,5,Leisure,Home,0.81,15,2,1228,1345,517,2551,517,2551,1099,517,920,1020,64,61,Walk
316,163,20000-30000,Female,16-24,Student,Lyceum,1,1,0,FALSE,5,6,Home,Leisure,0.92,15,2,855,1241,449,1793,449,1793,551,449,129,176,75,104,Walk
318,165,20000-30000,Female,35-44,Employed,University,4,4,0,TRUE,1,2,Home,Shopping,0.42,10,2,1443,2012,411,2134,411,2134,1070,2134,174,246,388,489,Car
319,165,20000-30000,Female,35-44,Employed,University,4,4,0,TRUE,2,3,Shopping,Home,0.45,15,2,1567,2012,466,2704,466,2704,911,2704,238,347,128,157,Car
321,166,10000-20000,Female,35-44,Employed,University,2,2,1,TRUE,2,3,Shopping,Home,0.48,15,2,723,913,284,1424,284,1424,422,1424,150,697,272,269,Car
323,167,40000-50000,Female,65+,Retired,PrimarySchool,1,1,0,FALSE,2,3,Shopping,Shopping,0.44,20,2,1796,2325,622,3500,622,3500,1126,3500,163,204,300,397,Bus
324,167,40000-50000,Female,65+,Retired,PrimarySchool,1,1,0,FALSE,3,4,Shopping,Home,0.5,30,2,1572,2197,402,2508,402,2508,1005,2508,179,258,271,384,Bus
325,170,10000-20000,Female,65+,Houseworks,PrimarySchool,2,2,0,FALSE,1,2,Home,OtherMeetings,0.42,25,2,2291,3181,605,3324,605,3324,1076,3324,139,190,132,175,Bus
326,170,10000-20000,Female,65+,Houseworks,PrimarySchool,2,2,0,FALSE,2,3,OtherMeetings,Home,0.58,25,2,2498,3181,587,3955,587,3955,1855,3955,196,260,733,899,Bus
328,172,20000-30000,Male,16-24,Student,Lyceum,2,2,0,FALSE,1,2,Home,Leisure,0.56,25,2,1717,2355,473,2804,473,2804,703,2804,296,471,34,46,Bus
329,172,20000-30000,Male,16-24,Student,Lyceum,2,2,0,FALSE,2,3,Leisure,OtherMeetings,0.63,20,2,1206,1341,515,1997,515,1997,910,515,124,127,484,556,Walk
330,172,20000-30000,Male,16-24,Student,Lyceum,2,2,0,FALSE,3,4,OtherMeetings,Home,0.76,20,2,2572,3420,577,3556,577,3556,1587,3556,342,528,92,103,Bus
334,175,20000-30000,Female,35-44,Unemployed,Lyceum,4,4,1,TRUE,1,2,Home,Shopping,0.48,30,2,1170,1628,323,1813,323,1813,702,323,236,341,61,72,Walk
335,175,20000-30000,Female,35-44,Unemployed,Lyceum,4,4,1,TRUE,2,3,Shopping,Home,0.54,20,2,1303,1628,367,1791,367,1791,783,367,138,161,237,304,Walk
336,175,20000-30000,Female,35-44,Unemployed,Lyceum,4,4,1,TRUE,3,4,Home,Leisure,0.84,35,2,4578,6111,1112,6323,1112,6323,1673,6323,52,81,46,62,Bus
337,176,<10000,Female,16-24,Student,Lyceum,2,2,0,FALSE,1,2,Home,Leisure,0.96,30,2,2128,3015,669,3163,669,3163,1312,3163,173,274,148,196,Bus
338,177,10000-20000,Female,35-44,Employed,MSc,1,1,1,FALSE,1,2,Home,Shopping,0.46,20,2,689,850,178,850,178,850,539,178,368,438,66,80,Walk
341,177,10000-20000,Female,35-44,Employed,MSc,1,1,1,FALSE,4,5,Home,Shopping,0.58,60,2,5745,7729,1316,7960,1316,7960,2565,7960,346,489,60,87,Bus
342,177,10000-20000,Female,35-44,Employed,MSc,1,1,1,FALSE,5,6,Shopping,Leisure,0.64,10,2,1344,1729,376,2031,376,2031,1147,376,161,189,410,438,Walk
343,177,10000-20000,Female,35-44,Employed,MSc,1,1,1,FALSE,6,7,Leisure,Home,0.79,30,2,4790,6325,1166,7120,1166,7120,1536,7120,199,257,348,441,Car
344,179,10000-20000,Female,16-24,Unemployed,Lyceum,4,4,0,TRUE,1,2,Home,Leisure,0.66,15,2,1312,1785,333,1849,333,1849,583,1849,113,144,48,63,Bus
345,179,10000-20000,Female,16-24,Unemployed,Lyceum,4,4,0,TRUE,2,3,Leisure,Home,0.78,15,2,1331,1785,301,1775,301,1775,496,1775,411,1681,85,122,Bus
346,181,10000-20000,Female,16-24,Student,Lyceum,4,4,0,TRUE,1,2,Home,Shopping,0.44,60,2,6713,8859,1208,12660,1208,12660,2668,12660,365,464,97,148,Bus
347,181,10000-20000,Female,16-24,Student,Lyceum,4,4,0,TRUE,2,3,Shopping,Home,0.57,30,2,6762,8859,1115,12714,1115,12714,2600,12714,114,142,360,505,Bus
350,181,10000-20000,Female,16-24,Student,Lyceum,4,4,0,TRUE,5,6,Home,Leisure,0.88,45,2,6230,8370,1364,12938,1364,12938,2298,12938,365,464,105,151,Bus
352,182,30000-40000,Female,35-44,Employed,MSc,4,2,1,TRUE,2,3,Shopping,Home,0.88,30,2,4129,5678,818,6105,818,6105,1627,6105,111,165,292,406,Bus
353,183,20000-30000,Female,65+,Retired,University,3,3,1,TRUE,1,2,Home,HealthActivities,0.56,40,2,-1,-1,472,3041,472,3041,1116,3041,317,297,313,429,Bus
355,183,20000-30000,Female,65+,Retired,University,3,3,1,TRUE,3,4,Home,Home,0.71,30,2,-1,-1,890,6345,890,6345,1903,6345,73,111,385,384,Bus
356,185,10000-20000,Male,55-64,Retired,Lyceum,4,4,1,TRUE,1,2,Home,Shopping,0.35,45,2,4578,6394,1087,6894,1087,6894,2365,6894,192,200,136,180,Car
357,185,10000-20000,Male,55-64,Retired,Lyceum,4,4,1,TRUE,2,3,Shopping,Leisure,0.44,30,2,4215,5438,804,5599,804,5599,1794,5599,285,1887,691,701,Car
358,185,10000-20000,Male,55-64,Retired,Lyceum,4,4,1,TRUE,3,4,Leisure,Home,0.52,15,2,853,1002,227,1019,227,1019,769,1019,152,241,122,209,Car
364,188,10000-20000,Male,65+,Retired,PrimarySchool,1,1,1,FALSE,2,3,OtherMeetings,Home,0.67,30,2,4072,5171,849,5185,849,5185,2099,5185,38,47,623,750,Bus
365,189,10000-20000,Female,45-54,Employed,PrimarySchool,3,2,1,TRUE,1,2,Home,Work,0.24,30,2,12135,16654,1318,22307,1318,22307,2510,22307,53,74,72,100,Car
366,189,10000-20000,Female,45-54,Employed,PrimarySchool,3,2,1,TRUE,2,3,Work,Home,0.63,40,2,12102,16652,1318,22392,1318,22392,3137,22392,73,100,31,42,Car
367,190,10000-20000,Female,55-64,Retired,PrimarySchool,3,3,1,TRUE,1,2,Home,Shopping,0.42,30,2,1111,1449,292,1641,292,1641,762,292,119,151,305,358,Walk
368,190,10000-20000,Female,55-64,Retired,PrimarySchool,3,3,1,TRUE,2,3,Shopping,Home,0.54,30,2,1046,1449,276,1666,276,1666,629,276,234,348,41,62,Walk
370,190,10000-20000,Female,55-64,Retired,PrimarySchool,3,3,1,TRUE,4,5,Shopping,Home,0.59,10,2,426,575,95,575,95,575,157,95,116,460,41,62,Walk
371,192,10000-20000,Female,65+,Employed,Lyceum,2,2,0,TRUE,1,2,Home,Work,0.23,20,2,6996,9200,819,13704,819,13704,3092,13704,135,183,460,515,Car
372,192,10000-20000,Female,65+,Employed,Lyceum,2,2,0,TRUE,2,3,Work,Home,0.73,20,2,6779,9203,784,13833,784,13833,2974,13833,1249,1891,124,164,Car
373,193,10000-20000,Female,45-54,Unemployed,Lyceum,4,4,1,TRUE,1,2,Home,Shopping,0.46,15,2,1306,1925,536,2964,536,2964,970,2964,494,1489,476,636,Car
374,193,10000-20000,Female,45-54,Unemployed,Lyceum,4,4,1,TRUE,2,3,Shopping,Home,0.51,15,2,1743,1926,357,2103,357,2103,651,2103,222,1028,60,77,Car
375,193,10000-20000,Female,45-54,Unemployed,Lyceum,4,4,1,TRUE,3,4,Home,Leisure,0.63,45,2,2070,3120,704,3291,704,3291,935,704,530,2724,405,570,Walk
376,193,10000-20000,Female,45-54,Unemployed,Lyceum,4,4,1,TRUE,4,5,Leisure,Home,0.83,30,2,2759,3120,875,4127,875,4127,1055,4127,498,601,60,77,Bus
377,193,10000-20000,Female,45-54,Unemployed,Lyceum,4,4,1,TRUE,5,6,Home,Leisure,0.92,90,2,1816,2646,766,3675,766,3675,745,3675,623,3109,122,151,Car
378,194,10000-20000,Female,16-24,Student,Lyceum,1,1,1,FALSE,1,2,Home,HorkRelatedActivities,0.5,10,2,1028,1400,305,1754,305,1754,733,1754,234,294,128,188,Car
383,195,10000-20000,Male,16-24,Student,Lyceum,2,2,1,FALSE,2,3,Leisure,Home,0.84,15,2,737,942,205,1051,205,1051,508,205,89,130,175,228,Walk
384,197,10000-20000,Male,45-54,Employed,Lyceum,4,3,1,TRUE,1,2,Home,Work,0.23,30,2,2709,3552,572,3951,572,3951,2378,3951,732,926,796,1071,Bus
385,197,10000-20000,Male,45-54,Employed,Lyceum,4,3,1,TRUE,2,3,Work,Home,0.6,70,2,2576,3551,531,3889,531,3889,2281,3889,689,973,762,1110,Bus
394,201,10000-20000,Female,45-54,Unemployed,Lyceum,5,5,1,TRUE,1,2,Home,Shopping,0.46,90,2,5352,7175,1021,15133,1021,15133,1938,15133,63,93,78,84,Bus
396,202,10000-20000,Female,16-24,Student,Lyceum,4,4,0,TRUE,1,2,Home,Leisure,0.65,30,2,1275,1631,332,1798,332,1798,659,1798,192,246,211,284,Bus
398,202,10000-20000,Female,16-24,Student,Lyceum,4,4,0,TRUE,3,4,OtherMeetings,Leisure,0.88,20,2,1915,2600,757,4157,757,4157,1122,4157,212,278,531,741,Bus
401,203,<10000,Male,45-54,Employed,Lyceum,6,5,1,TRUE,3,4,Home,PersonalActivities,0.7,15,2,577,767,165,813,165,813,352,165,150,180,85,108,Walk
402,203,<10000,Male,45-54,Employed,Lyceum,6,5,1,TRUE,4,5,PersonalActivities,Home,0.92,15,2,573,767,176,994,176,994,542,176,76,108,422,550,Walk
404,204,10000-20000,Male,65+,Retired,University,3,3,1,TRUE,2,3,Leisure,Home,0.56,90,2,4737,6018,1023,6854,1023,6854,2592,6854,80,101,678,913,Bus
405,205,<10000,Female,45-54,Employed,HighSchool,3,3,1,TRUE,1,2,Home,Work,0.25,50,2,3539,4821,574,8777,574,8777,2166,8777,61,100,679,938,Bus
406,205,<10000,Female,45-54,Employed,HighSchool,3,3,1,TRUE,2,3,Work,Home,0.65,60,2,3797,4813,559,6404,559,6404,1977,6404,1462,4207,59,91,Bus
407,205,<10000,Female,45-54,Employed,HighSchool,3,3,1,TRUE,3,4,Home,Leisure,0.83,60,2,3617,5013,594,6641,594,6641,1768,6641,61,100,121,173,Bus
410,207,20000-30000,Male,45-54,Employed,University,4,4,1,TRUE,1,2,Home,DropSomebody,0.79,35,2,4108,5431,746,5603,746,5603,1938,5603,504,690,169,192,Car
411,207,20000-30000,Male,45-54,Employed,University,4,4,1,TRUE,2,3,DropSomebody,Home,0.82,40,2,4250,5430,845,12632,845,12632,1921,12632,122,171,618,691,Car
412,208,30000-40000,Female,16-24,Student,Lyceum,5,5,1,TRUE,1,2,Home,Leisure,0.88,20,2,4688,6831,1124,9890,1124,9890,1977,9890,30,35,617,794,Car
414,211,20000-30000,Male,55-64,Retired,University,2,2,1,TRUE,2,3,Leisure,Home,0.92,20,2,4344,5798,1040,6525,1040,6525,1730,6525,105,159,378,478,Bus
416,212,10000-20000,Female,45-54,Unemployed,Lyceum,5,5,1,TRUE,2,3,Shopping,STPersonalActivities(Gas),0.52,30,2,482,674,84,755,84,755,353,755,198,749,155,201,Car
424,217,20000-30000,Female,35-44,Employed,Lyceum,2,2,1,TRUE,2,3,HealthActivities,Home,0.88,30,2,10389,12535,1475,13347,1475,13347,3387,13347,327,1517,404,471,Car
425,218,20000-30000,Male,16-24,Student,Lyceum,4,3,1,TRUE,1,2,Home,Leisure,0.02,30,2,6746,9110,1382,13310,1382,13310,2493,13310,466,618,51,71,Car
426,218,20000-30000,Male,16-24,Student,Lyceum,4,3,1,TRUE,2,3,Leisure,Home,0.1,20,2,6921,9110,1323,13674,1323,13674,2529,13674,420,558,620,760,Car
427,218,20000-30000,Male,16-24,Student,Lyceum,4,3,1,TRUE,3,4,Home,Leisure,0.67,10,2,2215,3054,531,3347,531,3347,1287,3347,364,532,149,194,Car
428,218,20000-30000,Male,16-24,Student,Lyceum,4,3,1,TRUE,4,5,Leisure,Home,0.75,10,2,2337,3053,506,3247,506,3247,1179,3247,221,254,188,242,Car
430,219,<10000,Female,55-64,Retired,PrimarySchool,1,1,0,FALSE,2,3,Sports,Home,0.58,30,2,2808,3750,677,4228,677,4228,1643,4228,89,116,226,274,Bus
431,221,30000-40000,Female,16-24,Student,Lyceum,4,4,0,TRUE,1,2,Home,Leisure,0.92,5,2,1587,2102,549,2550,549,2550,797,549,260,332,70,92,Walk
433,222,10000-20000,Female,55-64,Houseworks,Lyceum,2,2,1,TRUE,1,2,Home,OtherMeetings,0.33,60,2,58444,80803,3417,86799,3417,86799,5986,86799,437,639,386,2970,Car
437,225,<10000,Male,16-24,Student,Lyceum,1,1,1,FALSE,1,2,Home,Leisure,0.83,10,2,1095,1379,214,1338,214,1338,489,1338,113,170,51,73,Bus
438,226,40000-50000,Male,35-44,Employed,University,4,2,1,TRUE,1,2,Home,Work,0.32,30,2,15358,22178,1767,24497,1767,24497,5544,24497,70,119,147,210,Car
439,226,40000-50000,Male,35-44,Employed,University,4,2,1,TRUE,2,3,Work,Home,0.52,30,2,17990,22187,1829,24837,1829,24837,5173,24837,183,230,65,105,Car
440,227,20000-30000,Male,45-54,Employed,Lyceum,4,4,1,TRUE,1,2,Home,Work,0.33,10,2,3522,4601,626,5130,626,5130,1830,5130,384,438,867,1128,Car
441,227,20000-30000,Male,45-54,Employed,Lyceum,4,4,1,TRUE,2,3,Work,Home,0.5,10,2,3309,4600,766,7514,766,7514,1608,7514,794,1128,175,271,Car
443,227,20000-30000,Male,45-54,Employed,Lyceum,4,4,1,TRUE,4,5,Shopping,Home,0.56,10,2,1355,1783,317,1942,317,1942,749,1942,298,1255,451,560,Car
444,228,20000-30000,Female,55-64,Retired,Lyceum,4,4,1,TRUE,1,2,Home,Shopping,0.44,45,3,5672,7650,1197,12414,1197,12414,2696,12414,249,403,314,432,Bus
445,228,20000-30000,Female,55-64,Retired,Lyceum,4,4,1,TRUE,2,3,Shopping,Home,0.58,60,3,5814,7650,1079,12425,1079,12425,2571,12425,1886,7689,685,908,Bus
446,231,10000-20000,Female,25-34,Employed,University,3,3,1,TRUE,1,2,Home,Leisure,0.33,105,3,15106,20727,2009,26374,2009,26374,4103,26374,328,502,369,509,Bus
447,231,10000-20000,Female,25-34,Employed,University,3,3,1,TRUE,2,3,Leisure,Home,0.75,90,3,15880,20731,1592,25252,1592,25252,3750,25252,435,551,455,503,Bus
448,232,<10000,Female,16-24,Student,MSc,2,2,1,TRUE,1,2,Home,Leisure,0.46,60,3,1474,2175,875,3989,875,3989,1286,3989,200,295,363,519,Bus
449,232,<10000,Female,16-24,Student,MSc,2,2,1,TRUE,2,3,Leisure,Home,0.63,60,3,1954,2172,636,2553,636,2553,1311,2553,350,426,257,293,Bus
450,233,<10000,Male,55-64,Employed,Lyceum,2,2,1,TRUE,1,2,Home,Shopping,0.38,30,3,1498,2274,710,2909,710,2909,1133,2909,279,400,106,141,Bus
451,233,<10000,Male,55-64,Employed,Lyceum,2,2,1,TRUE,2,3,Shopping,Home,0.42,35,3,2201,2274,611,3003,611,3003,1516,3003,84,104,138,177,Bus
453,233,<10000,Male,55-64,Employed,Lyceum,2,2,1,TRUE,4,5,PickSomebody,Home,0.64,10,3,1614,1615,455,2674,455,2674,1469,2674,84,115,368,336,Car
458,236,<10000,Male,35-44,Employed,Lyceum,1,1,1,TRUE,1,2,Home,Work,0.42,20,3,1320,1866,398,2068,398,2068,778,2068,311,465,126,180,Car
459,236,<10000,Male,35-44,Employed,Lyceum,1,1,1,TRUE,2,3,Work,Work,0.71,30,3,4049,5472,934,7444,934,7444,2537,7444,240,310,344,486,Car
460,236,<10000,Male,35-44,Employed,Lyceum,1,1,1,TRUE,3,4,Work,Work,0.66,40,3,4150,5473,692,6200,692,6200,1730,6200,56,84,113,172,Car
464,239,10000-20000,Female,45-54,Unemployed,University,7,2,0,TRUE,1,2,Home,Shopping,0.46,15,3,6884,9399,603,8828,603,8828,2726,603,1534,12527,115,139,Walk
470,242,10000-20000,Male,45-54,Employed,Lyceum,2,2,1,TRUE,1,2,Home,Work,0.31,20,3,11032,15449,855,19427,855,19427,5433,19427,605,754,1324,1856,Car
471,242,10000-20000,Male,45-54,Employed,Lyceum,2,2,1,TRUE,2,3,Work,Home,0.67,20,3,12337,15627,1229,26846,1229,26846,5064,26846,1387,1856,386,475,Car
472,244,20000-30000,Female,65+,Retired,University,1,1,0,FALSE,1,2,Home,Shopping,0.5,35,3,6888,9981,1281,11829,1281,11829,2417,11829,514,713,75,94,Bus
473,244,20000-30000,Female,65+,Retired,University,1,1,0,FALSE,2,3,Shopping,Home,0.64,35,3,8810,10050,1418,12699,1418,12699,2922,12699,265,370,541,744,Bus
475,246,30000-40000,Male,35-44,Employed,University,4,2,1,TRUE,2,3,Work,Home,0.88,10,3,1083,1462,229,1611,229,1611,772,1611,421,584,112,146,Car
478,248,10000-20000,Male,25-34,Employed,University,5,5,1,TRUE,1,2,Home,Work,0.33,30,3,1976,2661,598,2979,598,2979,986,2979,218,304,43,60,MrC
479,248,10000-20000,Male,25-34,Employed,University,5,5,1,TRUE,2,3,Work,Home,0.71,30,3,2054,2661,581,3029,581,3029,1075,3029,45,60,201,248,MrC
482,252,10000-20000,Male,25-34,Employed,Lyceum,3,2,1,TRUE,1,2,Home,OtherMeetings,0.42,60,3,13252,17666,1441,24884,1441,24884,4735,24884,323,477,136,183,Car
483,252,10000-20000,Male,25-34,Employed,Lyceum,3,2,1,TRUE,2,3,OtherMeetings,Home,0.63,60,3,13187,17666,1582,24555,1582,24555,4843,24555,135,183,134,197,Car
486,257,20000-30000,Female,35-44,Employed,University,5,2,1,TRUE,1,2,Home,DropSomebody,0.58,30,3,9995,14059,1250,14468,1250,14468,2581,14468,325,429,68,83,Car
487,257,20000-30000,Female,35-44,Employed,University,5,2,1,TRUE,2,3,DropSomebody,Work,0.67,15,3,1629,2110,623,3023,623,3023,985,3023,60,83,262,327,Car
488,257,20000-30000,Female,35-44,Employed,University,5,2,1,TRUE,3,4,Work,Work,0.8,15,3,3265,4431,793,4678,793,4678,1397,4678,150,186,122,150,Car
489,257,20000-30000,Female,35-44,Employed,University,5,2,1,TRUE,4,5,Work,Home,0.9,30,3,4669,6194,909,8107,909,8107,2059,8107,209,305,137,172,Car
492,259,10000-20000,Male,65+,Retired,Lyceum,2,2,1,TRUE,1,2,Home,HealthActivities,0.42,10,3,11259,14791,1223,27151,1223,27151,3251,27151,570,769,70,97,Car
493,259,10000-20000,Male,65+,Retired,Lyceum,2,2,1,TRUE,2,3,HealthActivities,Home,0.44,10,3,10702,14790,918,22773,918,22773,4133,22773,69,94,237,335,Car
494,260,10000-20000,Female,16-24,Employed,University,4,4,1,TRUE,1,2,Home,Work,0.33,30,3,7568,11037,1109,10968,1109,10968,2470,10968,156,167,102,141,Car
495,260,10000-20000,Female,16-24,Employed,University,4,4,1,TRUE,2,3,Work,Sports,0.54,40,3,2301,3009,703,3422,703,3422,1442,3422,315,446,228,306,Bus
496,260,10000-20000,Female,16-24,Employed,University,4,4,1,TRUE,3,4,Sports,Work,0.67,20,3,1729,2182,537,2601,537,2601,605,2601,135,172,124,177,Bus
497,260,10000-20000,Female,16-24,Employed,University,4,4,1,TRUE,4,5,Work,Work,0.88,50,3,629,827,355,1691,355,1691,419,355,134,177,151,203,Walk
506,266,20000-30000,Female,55-64,Retired,PrimarySchool,2,2,1,TRUE,1,2,Home,PersonalActivities,0.38,20,3,5427,7423,664,9680,664,9680,1596,664,143,194,362,522,Walk
507,266,20000-30000,Female,55-64,Retired,PrimarySchool,2,2,1,TRUE,2,3,PersonalActivities,Shopping,0.54,45,3,4003,5256,996,5256,996,5256,2070,996,91,118,464,539,Walk
508,266,20000-30000,Female,55-64,Retired,PrimarySchool,2,2,1,TRUE,3,4,Shopping,ChangeMode,0.65,30,3,2387,3098,653,3825,653,3825,1224,3825,316,466,299,376,Car
509,266,20000-30000,Female,55-64,Retired,PrimarySchool,2,2,1,TRUE,4,5,ChangeMode,Home,0.67,65,3,7246,9556,1131,12901,1131,12901,2259,12901,59,87,162,244,Car
519,271,10000-20000,Male,45-54,Unemployed,Lyceum,4,4,1,TRUE,2,3,OtherMeetings,Sports,0.42,10,3,2057,2361,538,2585,538,2585,1179,2585,55,75,221,257,Car
520,271,10000-20000,Male,45-54,Unemployed,Lyceum,4,4,1,TRUE,3,4,Sports,Leisure,0.49,15,3,1424,2120,553,2561,553,2561,1288,2561,133,217,259,340,Car
522,271,10000-20000,Male,45-54,Unemployed,Lyceum,4,4,1,TRUE,5,6,OtherMeetings,Home,0.58,10,3,627,798,249,1237,249,1237,662,1237,55,75,518,662,Car
523,272,10000-20000,Female,45-54,Unemployed,University,3,3,0,TRUE,1,2,Home,OtherMeetings,0.46,15,3,585,886,163,886,163,886,716,163,114,149,136,191,Walk
524,272,10000-20000,Female,45-54,Unemployed,University,3,3,0,TRUE,2,3,OtherMeetings,Home,0.5,15,3,721,886,202,1427,202,1427,404,202,0,0,118,165,Walk
525,273,20000-30000,Female,45-54,Unemployed,University,4,4,1,TRUE,1,2,Home,Work,0.7,45,3,3235,4332,756,6070,756,6070,1922,6070,679,930,46,56,Bus
